,Object1,Object2,Relatedness
2720,cell_phone,potato,-1.0
2721,cell_phone,remote_control,-1.0
2722,cell_phone,room_decor,-1.0
2723,cell_phone,safe,-1.0
2724,cell_phone,salt_shaker,-1.0
2725,cell_phone,scrub_brush,-1.0
2726,cell_phone,shelf,-1.0
2727,cell_phone,shelving_unit,-1.0
2728,cell_phone,shower_curtain,-1.0
2729,cell_phone,shower_door,-1.0
2730,cell_phone,shower_glass,-1.0
2731,cell_phone,shower_head,-1.0
2732,cell_phone,side_table,-1.0
2733,cell_phone,sink,-1.0
2734,cell_phone,sink_basin,-1.0
2735,cell_phone,soap_bar,-1.0
2736,cell_phone,soap_bottle,-1.0
2737,cell_phone,soap_bottle,-1.0
2738,cell_phone,sofa,-1.0
2739,cell_phone,spatula,-1.0
2740,cell_phone,spoon,-1.0
2741,cell_phone,spray_bottle,-1.0
2742,cell_phone,statue,-1.0
2743,cell_phone,stool,-1.0
2744,cell_phone,stove_burner,-1.0
2745,cell_phone,stove_knob,-1.0
2746,cell_phone,table_top_decor,-1.0
2747,cell_phone,target_circle,-1.0
2748,cell_phone,teddy_bear,-1.0
2749,cell_phone,television,-1.0
2750,cell_phone,tennis_racket,-1.0
2751,cell_phone,tissue_box,-1.0
2752,cell_phone,toaster,-1.0
2753,cell_phone,toilet,-1.0
2754,cell_phone,toilet_paper,-1.0
2755,cell_phone,toilet_paper_hanger,-1.0
2756,cell_phone,tomato,-1.0
2757,cell_phone,towel,-1.0
2758,cell_phone,towel_holder,-1.0
2759,cell_phone,tv_stand,-1.0
2760,cell_phone,vacuum_cleaner,-1.0
2761,cell_phone,vase,-1.0
2762,cell_phone,watch,-1.0
2763,cell_phone,watering_can,-1.0
2764,cell_phone,window,-1.0
2765,cell_phone,wine_bottle,-1.0
2766,cell_phone,oven,-1.0
2767,cell_phone,tooth_brush,-1.0
2768,cell_phone,hair_drier,-1.0
2769,cell_phone,keyboard,-1.0
2770,cell_phone,scissors,-1.0
2771,cell_phone,mouse,-1.0
2772,chair,alarm_clock,-1.0
2773,chair,aluminum_foil,-1.0
2774,chair,apple,-1.0
2775,chair,arm_chair,-1.0
2776,chair,baseball_bat,-1.0
2777,chair,basketball_bat,-1.0
2778,chair,bathtub,-1.0
2779,chair,bathtub_basin,-1.0
2780,chair,bed,-1.0
2781,chair,blinds,-1.0
2782,chair,book,-1.0
2783,chair,boots,-1.0
2784,chair,bottle,-1.0
2785,chair,bowl,-1.0
2786,chair,box,-1.0
2787,chair,bread,-1.0
2788,chair,butter_knife,-1.0
2789,chair,cabinet,-1.0
2790,chair,cabinet,-1.0
2791,chair,candle,-1.0
2792,chair,cd,-1.0
2793,chair,cell_phone,-1.0
2794,chair,chair,-1.0
2795,chair,cloth,-1.0
2796,chair,coffee_machine,-1.0
2797,chair,coffee_table,-1.0
2798,chair,counter_top,-1.0
2799,chair,credit_card,-1.0
2800,chair,cup,-1.0
2801,chair,curtains,-1.0
2802,chair,desk,-1.0
2803,chair,desk_lamp,-1.0
2804,chair,desktop,-1.0
2805,chair,dining_table,-1.0
2806,chair,dish_sponge,-1.0
2807,chair,dog_bed,-1.0
2808,chair,drawer,-1.0
2809,chair,dresser,-1.0
2810,chair,dumbbell,-1.0
2811,chair,egg,-1.0
2812,chair,faucet,-1.0
2813,chair,floor,-1.0
2814,chair,floor_lamp,-1.0
2815,chair,foot_stool,-1.0
2816,chair,fork,-1.0
2817,chair,fridge,-1.0
2818,chair,garbage_bag,-1.0
2819,chair,hand_towel,-1.0
2820,chair,hand_towel_holder,-1.0
2821,chair,house_plant,-1.0
2822,chair,kettle,-1.0
2823,chair,key_chain,-1.0
2824,chair,knife,-1.0
2825,chair,ladle,-1.0
2826,chair,laptop,-1.0
2827,chair,laundry_hamper,-1.0
2828,chair,lettuce,-1.0
2829,chair,light_switch,-1.0
2830,chair,microwave,-1.0
2831,chair,mirror,-1.0
2832,chair,mug,-1.0
2833,chair,newspaper,-1.0
2834,chair,ottoman,-1.0
2835,chair,painting,-1.0
2836,chair,pan,-1.0
2837,chair,paper_towel_roll,-1.0
2838,chair,pen,-1.0
2839,chair,pencil,-1.0
2840,chair,pepper_shaker,-1.0
2841,chair,pillow,-1.0
2842,chair,plate,-1.0
2843,chair,plunger,-1.0
2844,chair,poster,-1.0
2845,chair,pot,-1.0
2846,chair,potato,-1.0
2847,chair,remote_control,-1.0
2848,chair,room_decor,-1.0
2849,chair,safe,-1.0
2850,chair,salt_shaker,-1.0
2851,chair,scrub_brush,-1.0
2852,chair,shelf,-1.0
2853,chair,shelving_unit,-1.0
2854,chair,shower_curtain,-1.0
2855,chair,shower_door,-1.0
2856,chair,shower_glass,-1.0
2857,chair,shower_head,-1.0
2858,chair,side_table,-1.0
2859,chair,sink,-1.0
2860,chair,sink_basin,-1.0
2861,chair,soap_bar,-1.0
2862,chair,soap_bottle,-1.0
2863,chair,soap_bottle,-1.0
2864,chair,sofa,-1.0
2865,chair,spatula,-1.0
2866,chair,spoon,-1.0
2867,chair,spray_bottle,-1.0
2868,chair,statue,-1.0
2869,chair,stool,-1.0
2870,chair,stove_burner,-1.0
2871,chair,stove_knob,-1.0
2872,chair,table_top_decor,-1.0
2873,chair,target_circle,-1.0
2874,chair,teddy_bear,-1.0
2875,chair,television,-1.0
2876,chair,tennis_racket,-1.0
2877,chair,tissue_box,-1.0
2878,chair,toaster,-1.0
2879,chair,toilet,-1.0
2880,chair,toilet_paper,-1.0
2881,chair,toilet_paper_hanger,-1.0
2882,chair,tomato,-1.0
2883,chair,towel,-1.0
2884,chair,towel_holder,-1.0
2885,chair,tv_stand,-1.0
2886,chair,vacuum_cleaner,-1.0
2887,chair,vase,-1.0
2888,chair,watch,-1.0
2889,chair,watering_can,-1.0
2890,chair,window,-1.0
2891,chair,wine_bottle,-1.0
2892,chair,oven,-1.0
2893,chair,tooth_brush,-1.0
2894,chair,hair_drier,-1.0
2895,chair,keyboard,-1.0
2896,chair,scissors,-1.0
2897,chair,mouse,-1.0
2898,cloth,alarm_clock,-1.0
2899,cloth,aluminum_foil,-1.0
2900,cloth,apple,-1.0
2901,cloth,arm_chair,-1.0
2902,cloth,baseball_bat,-1.0
2903,cloth,basketball_bat,-1.0
2904,cloth,bathtub,-1.0
2905,cloth,bathtub_basin,-1.0
2906,cloth,bed,-1.0
2907,cloth,blinds,-1.0
2908,cloth,book,-1.0
2909,cloth,boots,-1.0
2910,cloth,bottle,-1.0
2911,cloth,bowl,-0.069
2912,cloth,box,-0.04
2913,cloth,bread,0.16
2914,cloth,butter_knife,0.005
2915,cloth,cabinet,-0.019
2916,cloth,cabinet,-0.019
2917,cloth,candle,0.1
2918,cloth,cd,0.092
2919,cloth,cell_phone,0.041
2920,cloth,chair,0.145
2921,cloth,cloth,1.0
2922,cloth,coffee_machine,-0.032
2923,cloth,coffee_table,0.001
2924,cloth,counter_top,0.036
2925,cloth,credit_card,-0.057
2926,cloth,cup,0.032
2927,cloth,curtains,0.319
2928,cloth,desk,-0.05
2929,cloth,desk_lamp,-0.075
2930,cloth,desktop,-0.041
2931,cloth,dining_table,0.005
2932,cloth,dish_sponge,0.03
2933,cloth,dog_bed,-0.012
2934,cloth,drawer,-0.109
2935,cloth,dresser,0.002
2936,cloth,dumbbell,-0.005
2937,cloth,egg,0.047
2938,cloth,faucet,-0.051
2939,cloth,floor,0.142
2940,cloth,floor_lamp,-0.032
2941,cloth,foot_stool,-0.076
2942,cloth,fork,0.033
2943,cloth,fridge,-0.128
2944,cloth,garbage_bag,0.123
2945,cloth,hand_towel,0.132
2946,cloth,hand_towel_holder,0.132
2947,cloth,house_plant,0.13
2948,cloth,kettle,-0.007
2949,cloth,key_chain,-0.018
2950,cloth,knife,0.079
2951,cloth,ladle,-0.004
2952,cloth,laptop,0.04
2953,cloth,laundry_hamper,0.161
2954,cloth,lettuce,0.047
2955,cloth,light_switch,-0.022
2956,cloth,microwave,0.013
2957,cloth,mirror,0.131
2958,cloth,mug,0.048
2959,cloth,newspaper,0.119
2960,cloth,ottoman,0.109
2961,cloth,painting,0.038
2962,cloth,pan,0.053
2963,cloth,paper_towel_roll,0.148
2964,cloth,pen,-0.049
2965,cloth,pencil,-0.046
2966,cloth,pepper_shaker,-0.066
2967,cloth,pillow,0.257
2968,cloth,plate,0.036
2969,cloth,plunger,-0.058
2970,cloth,poster,0.031
2971,cloth,pot,0.025
2972,cloth,potato,-1.0
2973,cloth,remote_control,-1.0
2974,cloth,room_decor,-1.0
2975,cloth,safe,-1.0
2976,cloth,salt_shaker,-1.0
2977,cloth,scrub_brush,-1.0
2978,cloth,shelf,-1.0
2979,cloth,shelving_unit,-1.0
2980,cloth,shower_curtain,-1.0
2981,cloth,shower_door,-1.0
2982,cloth,shower_glass,-1.0
2983,cloth,shower_head,-1.0
2984,cloth,side_table,-1.0
2985,cloth,sink,-1.0
2986,cloth,sink_basin,-1.0
2987,cloth,soap_bar,-1.0
2988,cloth,soap_bottle,-1.0
2989,cloth,soap_bottle,-1.0
2990,cloth,sofa,-1.0
2991,cloth,spatula,-1.0
2992,cloth,spoon,-1.0
2993,cloth,spray_bottle,-1.0
2994,cloth,statue,-1.0
2995,cloth,stool,-1.0
2996,cloth,stove_burner,-1.0
2997,cloth,stove_knob,-1.0
2998,cloth,table_top_decor,-1.0
2999,cloth,target_circle,-1.0
3000,cloth,teddy_bear,-1.0
3001,cloth,television,-1.0
3002,cloth,tennis_racket,-1.0
3003,cloth,tissue_box,-1.0
3004,cloth,toaster,-1.0
3005,cloth,toilet,-1.0
3006,cloth,toilet_paper,-1.0
3007,cloth,toilet_paper_hanger,-1.0
3008,cloth,tomato,-1.0
3009,cloth,towel,-1.0
3010,cloth,towel_holder,-1.0
3011,cloth,tv_stand,-1.0
3012,cloth,vacuum_cleaner,-1.0
3013,cloth,vase,-1.0
3014,cloth,watch,-1.0
3015,cloth,watering_can,-1.0
3016,cloth,window,-1.0
3017,cloth,wine_bottle,-1.0
3018,cloth,oven,-1.0
3019,cloth,tooth_brush,-1.0
3020,cloth,hair_drier,-1.0
3021,cloth,keyboard,-1.0
3022,cloth,scissors,-1.0
3023,cloth,mouse,-1.0
3024,coffee_machine,alarm_clock,-1.0
3025,coffee_machine,aluminum_foil,-1.0
3026,coffee_machine,apple,-1.0
3027,coffee_machine,arm_chair,-1.0
3028,coffee_machine,baseball_bat,-1.0
3029,coffee_machine,basketball_bat,-1.0
3030,coffee_machine,bathtub,-1.0
3031,coffee_machine,bathtub_basin,-1.0
3032,coffee_machine,bed,-1.0
3033,coffee_machine,blinds,-1.0
3034,coffee_machine,book,-1.0
3035,coffee_machine,boots,-1.0
3036,coffee_machine,bottle,-1.0
3037,coffee_machine,bowl,-1.0
3038,coffee_machine,box,-1.0
3039,coffee_machine,bread,-1.0
3040,coffee_machine,butter_knife,-1.0
3041,coffee_machine,cabinet,-1.0
3042,coffee_machine,cabinet,-1.0
3043,coffee_machine,candle,-1.0
3044,coffee_machine,cd,-1.0
3045,coffee_machine,cell_phone,-1.0
3046,coffee_machine,chair,-1.0
3047,coffee_machine,cloth,-1.0
3048,coffee_machine,coffee_machine,-1.0
3049,coffee_machine,coffee_table,-1.0
3050,coffee_machine,counter_top,-1.0
3051,coffee_machine,credit_card,-1.0
3052,coffee_machine,cup,-1.0
3053,coffee_machine,curtains,-1.0
3054,coffee_machine,desk,-1.0
3055,coffee_machine,desk_lamp,-1.0
3056,coffee_machine,desktop,-1.0
3057,coffee_machine,dining_table,-1.0
3058,coffee_machine,dish_sponge,-1.0
3059,coffee_machine,dog_bed,-1.0
3060,coffee_machine,drawer,-1.0
3061,coffee_machine,dresser,-1.0
3062,coffee_machine,dumbbell,-1.0
3063,coffee_machine,egg,-1.0
3064,coffee_machine,faucet,-1.0
3065,coffee_machine,floor,-1.0
3066,coffee_machine,floor_lamp,-1.0
3067,coffee_machine,foot_stool,-1.0
3068,coffee_machine,fork,-1.0
3069,coffee_machine,fridge,-1.0
3070,coffee_machine,garbage_bag,-1.0
3071,coffee_machine,hand_towel,-1.0
3072,coffee_machine,hand_towel_holder,-1.0
3073,coffee_machine,house_plant,-1.0
3074,coffee_machine,kettle,-1.0
3075,coffee_machine,key_chain,-1.0
3076,coffee_machine,knife,-1.0
3077,coffee_machine,ladle,-1.0
3078,coffee_machine,laptop,-1.0
3079,coffee_machine,laundry_hamper,-1.0
3080,coffee_machine,lettuce,-1.0
3081,coffee_machine,light_switch,-1.0
3082,coffee_machine,microwave,-1.0
3083,coffee_machine,mirror,-1.0
3084,coffee_machine,mug,-1.0
3085,coffee_machine,newspaper,-1.0
3086,coffee_machine,ottoman,-1.0
3087,coffee_machine,painting,-1.0
3088,coffee_machine,pan,-1.0
3089,coffee_machine,paper_towel_roll,-1.0
3090,coffee_machine,pen,-1.0
3091,coffee_machine,pencil,-1.0
3092,coffee_machine,pepper_shaker,-1.0
3093,coffee_machine,pillow,-1.0
3094,coffee_machine,plate,-1.0
3095,coffee_machine,plunger,-1.0
3096,coffee_machine,poster,-1.0
3097,coffee_machine,pot,-1.0
3098,coffee_machine,potato,-1.0
3099,coffee_machine,remote_control,-1.0
3100,coffee_machine,room_decor,-1.0
3101,coffee_machine,safe,-1.0
3102,coffee_machine,salt_shaker,-1.0
3103,coffee_machine,scrub_brush,-1.0
3104,coffee_machine,shelf,-1.0
3105,coffee_machine,shelving_unit,-1.0
3106,coffee_machine,shower_curtain,-1.0
3107,coffee_machine,shower_door,-1.0
3108,coffee_machine,shower_glass,-1.0
3109,coffee_machine,shower_head,-1.0
3110,coffee_machine,side_table,-1.0
3111,coffee_machine,sink,-1.0
3112,coffee_machine,sink_basin,-1.0
3113,coffee_machine,soap_bar,-1.0
3114,coffee_machine,soap_bottle,-1.0
3115,coffee_machine,soap_bottle,-1.0
3116,coffee_machine,sofa,-1.0
3117,coffee_machine,spatula,-1.0
3118,coffee_machine,spoon,-1.0
3119,coffee_machine,spray_bottle,-1.0
3120,coffee_machine,statue,-1.0
3121,coffee_machine,stool,-1.0
3122,coffee_machine,stove_burner,-1.0
3123,coffee_machine,stove_knob,-1.0
3124,coffee_machine,table_top_decor,-1.0
3125,coffee_machine,target_circle,-1.0
3126,coffee_machine,teddy_bear,-1.0
3127,coffee_machine,television,-1.0
3128,coffee_machine,tennis_racket,-1.0
3129,coffee_machine,tissue_box,-1.0
3130,coffee_machine,toaster,-1.0
3131,coffee_machine,toilet,-1.0
3132,coffee_machine,toilet_paper,-1.0
3133,coffee_machine,toilet_paper_hanger,-1.0
3134,coffee_machine,tomato,-1.0
3135,coffee_machine,towel,-1.0
3136,coffee_machine,towel_holder,-1.0
3137,coffee_machine,tv_stand,-1.0
3138,coffee_machine,vacuum_cleaner,-1.0
3139,coffee_machine,vase,-1.0
3140,coffee_machine,watch,-1.0
3141,coffee_machine,watering_can,-1.0
3142,coffee_machine,window,-1.0
3143,coffee_machine,wine_bottle,-1.0
3144,coffee_machine,oven,-1.0
3145,coffee_machine,tooth_brush,-1.0
3146,coffee_machine,hair_drier,-1.0
3147,coffee_machine,keyboard,-1.0
3148,coffee_machine,scissors,-1.0
3149,coffee_machine,mouse,-1.0
3150,coffee_table,alarm_clock,-1.0
3151,coffee_table,aluminum_foil,-1.0
3152,coffee_table,apple,-1.0
3153,coffee_table,arm_chair,-1.0
3154,coffee_table,baseball_bat,-1.0
3155,coffee_table,basketball_bat,-1.0
3156,coffee_table,bathtub,-1.0
3157,coffee_table,bathtub_basin,-1.0
3158,coffee_table,bed,-1.0
3159,coffee_table,blinds,-1.0
3160,coffee_table,book,-1.0
3161,coffee_table,boots,-1.0
3162,coffee_table,bottle,-1.0
3163,coffee_table,bowl,-1.0
3164,coffee_table,box,-1.0
3165,coffee_table,bread,-1.0
3166,coffee_table,butter_knife,-1.0
3167,coffee_table,cabinet,-1.0
3168,coffee_table,cabinet,-1.0
3169,coffee_table,candle,-1.0
3170,coffee_table,cd,-1.0
3171,coffee_table,cell_phone,-1.0
3172,coffee_table,chair,-1.0
3173,coffee_table,cloth,-1.0
3174,coffee_table,coffee_machine,-1.0
3175,coffee_table,coffee_table,-1.0
3176,coffee_table,counter_top,-1.0
3177,coffee_table,credit_card,-1.0
3178,coffee_table,cup,-1.0
3179,coffee_table,curtains,-1.0
3180,coffee_table,desk,-1.0
3181,coffee_table,desk_lamp,-1.0
3182,coffee_table,desktop,-1.0
3183,coffee_table,dining_table,-1.0
3184,coffee_table,dish_sponge,-1.0
3185,coffee_table,dog_bed,-1.0
3186,coffee_table,drawer,-1.0
3187,coffee_table,dresser,-1.0
3188,coffee_table,dumbbell,-1.0
3189,coffee_table,egg,-1.0
3190,coffee_table,faucet,-1.0
3191,coffee_table,floor,-1.0
3192,coffee_table,floor_lamp,-1.0
3193,coffee_table,foot_stool,-1.0
3194,coffee_table,fork,-1.0
3195,coffee_table,fridge,-1.0
3196,coffee_table,garbage_bag,-1.0
3197,coffee_table,hand_towel,-1.0
3198,coffee_table,hand_towel_holder,-1.0
3199,coffee_table,house_plant,-1.0
3200,coffee_table,kettle,-1.0
3201,coffee_table,key_chain,-1.0
3202,coffee_table,knife,-1.0
3203,coffee_table,ladle,-1.0
3204,coffee_table,laptop,-1.0
3205,coffee_table,laundry_hamper,-1.0
3206,coffee_table,lettuce,-1.0
3207,coffee_table,light_switch,-1.0
3208,coffee_table,microwave,-1.0
3209,coffee_table,mirror,-1.0
3210,coffee_table,mug,-1.0
3211,coffee_table,newspaper,-1.0
3212,coffee_table,ottoman,-1.0
3213,coffee_table,painting,-1.0
3214,coffee_table,pan,-1.0
3215,coffee_table,paper_towel_roll,-1.0
3216,coffee_table,pen,-1.0
3217,coffee_table,pencil,-1.0
3218,coffee_table,pepper_shaker,-1.0
3219,coffee_table,pillow,-1.0
3220,coffee_table,plate,-1.0
3221,coffee_table,plunger,-1.0
3222,coffee_table,poster,-1.0
3223,coffee_table,pot,-1.0
3224,coffee_table,potato,-1.0
3225,coffee_table,remote_control,-1.0
3226,coffee_table,room_decor,-1.0
3227,coffee_table,safe,-1.0
3228,coffee_table,salt_shaker,-1.0
3229,coffee_table,scrub_brush,-1.0
3230,coffee_table,shelf,-1.0
3231,coffee_table,shelving_unit,-1.0
3232,coffee_table,shower_curtain,-1.0
3233,coffee_table,shower_door,-1.0
3234,coffee_table,shower_glass,-1.0
3235,coffee_table,shower_head,-1.0
3236,coffee_table,side_table,-1.0
3237,coffee_table,sink,-1.0
3238,coffee_table,sink_basin,-1.0
3239,coffee_table,soap_bar,-1.0
3240,coffee_table,soap_bottle,-1.0
3241,coffee_table,soap_bottle,-1.0
3242,coffee_table,sofa,-1.0
3243,coffee_table,spatula,-1.0
3244,coffee_table,spoon,-1.0
3245,coffee_table,spray_bottle,-1.0
3246,coffee_table,statue,-1.0
3247,coffee_table,stool,-1.0
3248,coffee_table,stove_burner,-1.0
3249,coffee_table,stove_knob,-1.0
3250,coffee_table,table_top_decor,-1.0
3251,coffee_table,target_circle,-1.0
3252,coffee_table,teddy_bear,-1.0
3253,coffee_table,television,-1.0
3254,coffee_table,tennis_racket,-1.0
3255,coffee_table,tissue_box,-1.0
3256,coffee_table,toaster,-1.0
3257,coffee_table,toilet,-1.0
3258,coffee_table,toilet_paper,-1.0
3259,coffee_table,toilet_paper_hanger,-1.0
3260,coffee_table,tomato,-1.0
3261,coffee_table,towel,-1.0
3262,coffee_table,towel_holder,-1.0
3263,coffee_table,tv_stand,-1.0
3264,coffee_table,vacuum_cleaner,-1.0
3265,coffee_table,vase,-1.0
3266,coffee_table,watch,-1.0
3267,coffee_table,watering_can,-1.0
3268,coffee_table,window,-1.0
3269,coffee_table,wine_bottle,-1.0
3270,coffee_table,oven,-1.0
3271,coffee_table,tooth_brush,-1.0
3272,coffee_table,hair_drier,-1.0
3273,coffee_table,keyboard,-1.0
3274,coffee_table,scissors,-1.0
3275,coffee_table,mouse,-1.0
3276,counter_top,alarm_clock,0.005
3277,counter_top,aluminum_foil,0.002
3278,counter_top,apple,-0.02
3279,counter_top,arm_chair,0.05
3280,counter_top,baseball_bat,-0.053
3281,counter_top,basketball_bat,-0.054
3282,counter_top,bathtub,-0.015
3283,counter_top,bathtub_basin,-0.026
3284,counter_top,bed,0.018
3285,counter_top,blinds,-0.021
3286,counter_top,book,0.05
3287,counter_top,boots,0.047
3288,counter_top,bottle,-0.016
3289,counter_top,bowl,0.032
3290,counter_top,box,-0.013
3291,counter_top,bread,0.034
3292,counter_top,butter_knife,0.023
3293,counter_top,cabinet,0.119
3294,counter_top,cabinet,0.119
3295,counter_top,candle,0.018
3296,counter_top,cd,0.06
3297,counter_top,cell_phone,-0.013
3298,counter_top,chair,-0.006
3299,counter_top,cloth,0.036
3300,counter_top,coffee_machine,-0.053
3301,counter_top,coffee_table,0.013
3302,counter_top,counter_top,1.0
3303,counter_top,credit_card,0.037
3304,counter_top,cup,0.027
3305,counter_top,curtains,0.06
3306,counter_top,desk,0.113
3307,counter_top,desk_lamp,-0.002
3308,counter_top,desktop,0.004
3309,counter_top,dining_table,0.075
3310,counter_top,dish_sponge,-0.014
3311,counter_top,dog_bed,0.08
3312,counter_top,drawer,0.052
3313,counter_top,dresser,0.112
3314,counter_top,dumbbell,0.132
3315,counter_top,egg,-0.037
3316,counter_top,faucet,-0.033
3317,counter_top,floor,0.063
3318,counter_top,floor_lamp,0.039
3319,counter_top,foot_stool,0.059
3320,counter_top,fork,-0.021
3321,counter_top,fridge,-0.018
3322,counter_top,garbage_bag,0.08
3323,counter_top,hand_towel,-0.024
3324,counter_top,hand_towel_holder,-0.024
3325,counter_top,house_plant,-0.039
3326,counter_top,kettle,-0.037
3327,counter_top,key_chain,0.001
3328,counter_top,knife,0.029
3329,counter_top,ladle,-0.046
3330,counter_top,laptop,0.032
3331,counter_top,laundry_hamper,-0.019
3332,counter_top,lettuce,0.009
3333,counter_top,light_switch,0.149
3334,counter_top,microwave,0.035
3335,counter_top,mirror,0.031
3336,counter_top,mug,0.063
3337,counter_top,newspaper,-1.0
3338,counter_top,ottoman,-1.0
3339,counter_top,painting,-1.0
3340,counter_top,pan,-1.0
3341,counter_top,paper_towel_roll,-1.0
3342,counter_top,pen,-1.0
3343,counter_top,pencil,-1.0
3344,counter_top,pepper_shaker,-1.0
3345,counter_top,pillow,-1.0
3346,counter_top,plate,-1.0
3347,counter_top,plunger,-1.0
3348,counter_top,poster,-1.0
3349,counter_top,pot,-1.0
3350,counter_top,potato,-1.0
3351,counter_top,remote_control,-1.0
3352,counter_top,room_decor,-1.0
3353,counter_top,safe,-1.0
3354,counter_top,salt_shaker,-1.0
3355,counter_top,scrub_brush,-1.0
3356,counter_top,shelf,-1.0
3357,counter_top,shelving_unit,-1.0
3358,counter_top,shower_curtain,-1.0
3359,counter_top,shower_door,-1.0
3360,counter_top,shower_glass,-1.0
3361,counter_top,shower_head,-1.0
3362,counter_top,side_table,-1.0
3363,counter_top,sink,-1.0
3364,counter_top,sink_basin,-1.0
3365,counter_top,soap_bar,-1.0
3366,counter_top,soap_bottle,-1.0
3367,counter_top,soap_bottle,-1.0
3368,counter_top,sofa,-1.0
3369,counter_top,spatula,-1.0
3370,counter_top,spoon,-1.0
3371,counter_top,spray_bottle,-1.0
3372,counter_top,statue,-1.0
3373,counter_top,stool,-1.0
3374,counter_top,stove_burner,-1.0
3375,counter_top,stove_knob,-1.0
3376,counter_top,table_top_decor,-1.0
3377,counter_top,target_circle,-1.0
3378,counter_top,teddy_bear,-1.0
3379,counter_top,television,-1.0
3380,counter_top,tennis_racket,-1.0
3381,counter_top,tissue_box,-1.0
3382,counter_top,toaster,-1.0
3383,counter_top,toilet,-1.0
3384,counter_top,toilet_paper,-1.0
3385,counter_top,toilet_paper_hanger,-1.0
3386,counter_top,tomato,-1.0
3387,counter_top,towel,-1.0
3388,counter_top,towel_holder,-1.0
3389,counter_top,tv_stand,-1.0
3390,counter_top,vacuum_cleaner,-1.0
3391,counter_top,vase,-1.0
3392,counter_top,watch,-1.0
3393,counter_top,watering_can,-1.0
3394,counter_top,window,-1.0
3395,counter_top,wine_bottle,-1.0
3396,counter_top,oven,-1.0
3397,counter_top,tooth_brush,-1.0
3398,counter_top,hair_drier,-1.0
3399,counter_top,keyboard,-1.0
3400,counter_top,scissors,-1.0
3401,counter_top,mouse,-1.0
3402,credit_card,alarm_clock,-1.0
3403,credit_card,aluminum_foil,-1.0
3404,credit_card,apple,-1.0
3405,credit_card,arm_chair,-1.0
3406,credit_card,baseball_bat,-1.0
3407,credit_card,basketball_bat,-1.0
3408,credit_card,bathtub,-1.0
3409,credit_card,bathtub_basin,-1.0
3410,credit_card,bed,-1.0
3411,credit_card,blinds,-1.0
3412,credit_card,book,-1.0
3413,credit_card,boots,-1.0
3414,credit_card,bottle,-1.0
3415,credit_card,bowl,-1.0
3416,credit_card,box,-1.0
3417,credit_card,bread,-1.0
3418,credit_card,butter_knife,-1.0
3419,credit_card,cabinet,-1.0
3420,credit_card,cabinet,-1.0
3421,credit_card,candle,-1.0
3422,credit_card,cd,-1.0
3423,credit_card,cell_phone,-1.0
3424,credit_card,chair,-1.0
3425,credit_card,cloth,-1.0
3426,credit_card,coffee_machine,-1.0
3427,credit_card,coffee_table,-1.0
3428,credit_card,counter_top,-1.0
3429,credit_card,credit_card,-1.0
3430,credit_card,cup,-1.0
3431,credit_card,curtains,-1.0
3432,credit_card,desk,-1.0
3433,credit_card,desk_lamp,-1.0
3434,credit_card,desktop,-1.0
3435,credit_card,dining_table,-1.0
3436,credit_card,dish_sponge,-1.0
3437,credit_card,dog_bed,-1.0
3438,credit_card,drawer,-1.0
3439,credit_card,dresser,-1.0
3440,credit_card,dumbbell,-1.0
3441,credit_card,egg,-1.0
3442,credit_card,faucet,-1.0
3443,credit_card,floor,-1.0
3444,credit_card,floor_lamp,-1.0
3445,credit_card,foot_stool,-1.0
3446,credit_card,fork,-1.0
3447,credit_card,fridge,-1.0
3448,credit_card,garbage_bag,-1.0
3449,credit_card,hand_towel,-1.0
3450,credit_card,hand_towel_holder,-1.0
3451,credit_card,house_plant,-1.0
3452,credit_card,kettle,-1.0
3453,credit_card,key_chain,-1.0
3454,credit_card,knife,-1.0
3455,credit_card,ladle,-1.0
3456,credit_card,laptop,-1.0
3457,credit_card,laundry_hamper,-1.0
3458,credit_card,lettuce,-1.0
3459,credit_card,light_switch,-1.0
3460,credit_card,microwave,-1.0
3461,credit_card,mirror,-1.0
3462,credit_card,mug,-1.0
3463,credit_card,newspaper,-1.0
3464,credit_card,ottoman,-1.0
3465,credit_card,painting,-1.0
3466,credit_card,pan,-1.0
3467,credit_card,paper_towel_roll,-1.0
3468,credit_card,pen,-1.0
3469,credit_card,pencil,-1.0
3470,credit_card,pepper_shaker,-1.0
3471,credit_card,pillow,-1.0
3472,credit_card,plate,-1.0
3473,credit_card,plunger,-1.0
3474,credit_card,poster,-1.0
3475,credit_card,pot,-1.0
3476,credit_card,potato,-1.0
3477,credit_card,remote_control,-1.0
3478,credit_card,room_decor,-1.0
3479,credit_card,safe,-1.0
3480,credit_card,salt_shaker,-1.0
3481,credit_card,scrub_brush,-1.0
3482,credit_card,shelf,-1.0
3483,credit_card,shelving_unit,-1.0
3484,credit_card,shower_curtain,-1.0
3485,credit_card,shower_door,-1.0
3486,credit_card,shower_glass,-1.0
3487,credit_card,shower_head,-1.0
3488,credit_card,side_table,-1.0
3489,credit_card,sink,-1.0
3490,credit_card,sink_basin,-1.0
3491,credit_card,soap_bar,-1.0
3492,credit_card,soap_bottle,-1.0
3493,credit_card,soap_bottle,-1.0
3494,credit_card,sofa,-1.0
3495,credit_card,spatula,-1.0
3496,credit_card,spoon,-1.0
3497,credit_card,spray_bottle,-1.0
3498,credit_card,statue,-1.0
3499,credit_card,stool,-1.0
